IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
150814226,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,9/16/2015,17:44,SOUTHERN,ARREST/ BOOKED,11TH ST / HOWARD ST,-122.4155645,37.77309948,(37.773099482048/ -122.415564465695),1.51E+13
150814226,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Wednesday,9/16/2015,17:44,SOUTHERN,ARREST/ BOOKED,11TH ST / HOWARD ST,-122.4155645,37.77309948,(37.773099482048/ -122.415564465695),1.51E+13
150814226,WARRANTS,WARRANT ARREST,Wednesday,9/16/2015,17:44,SOUTHERN,ARREST/ BOOKED,11TH ST / HOWARD ST,-122.4155645,37.77309948,(37.773099482048/ -122.415564465695),1.51E+13
150814282,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,17:40,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054,(37.7725405391593/ -122.466204667893),1.51E+13
156230442,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,9/16/2015,17:40,SOUTHERN,NONE,0 Block of 10TH ST,-122.4171597,37.77634716,(37.7763471604576/ -122.417159710491),1.56E+13
150814577,NON-CRIMINAL,FOUND PROPERTY,Wednesday,9/16/2015,17:30,PARK,NONE,200 Block of CASTRO ST,-122.4352875,37.7645185,(37.7645185041665/ -122.435287518279),1.51E+13
150814743,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,17:30,RICHMOND,NONE,1000 Block of GREAT HY,-122.5102257,37.76724422,(37.7672442209616/ -122.510225749052),1.51E+13
156230806,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,17:30,SOUTHERN,NONE,0 Block of SOUTHPARK AV,-122.3929987,37.78225513,(37.7822551330244/ -122.392998702818),1.56E+13
150814094,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,9/16/2015,17:25,MISSION,ARREST/ BOOKED,16TH ST / POND ST,-122.4322818,37.7642892,(37.7642891955749/ -122.432281791678),1.51E+13
156231036,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,9/16/2015,17:24,CENTRAL,NONE,STOCKTON ST / SACRAMENTO ST,-122.4077298,37.7931773,(37.7931773025837/ -122.407729769991),1.56E+13
150813933,NON-CRIMINAL,TURNED IN GUN,Wednesday,9/16/2015,17:20,MISSION,NONE,600 Block of VALENCIA ST,-122.4217477,37.76274366,(37.7627436601147/ -122.421747650463),1.51E+13
150815111,MISSING PERSON,MISSING ADULT,Wednesday,9/16/2015,17:20,PARK,NONE,700 Block of BAKER ST,-122.4417054,37.77785401,(37.7778540141174/ -122.441705386451),1.51E+13
156230793,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,17:20,SOUTHERN,NONE,300 Block of 2ND ST,-122.3955644,37.78455502,(37.7845550166368/ -122.395564408516),1.56E+13
150814050,LIQUOR LAWS,SALE OF ALCOHOL TO MINOR,Wednesday,9/16/2015,17:15,INGLESIDE,ARREST/ BOOKED,300 Block of ROLPH ST,-122.4364544,37.71352874,(37.7135287414382/ -122.436454416648),1.51E+13
150814395,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,17:05,MISSION,NONE,17TH ST / MISSION ST,-122.4195157,37.76342923,(37.7634292328496/ -122.419515708406),1.51E+13
150816539,ASSAULT,BATTERY,Wednesday,9/16/2015,17:04,SOUTHERN,NONE,5TH ST / SHIPLEY ST,-122.4028427,37.77982942,(37.7798294192767/ -122.402842748428),1.51E+13
150814044,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,9/16/2015,17:01,NORTHERN,NONE,0 Block of DANIELBURNHAM CT,-122.4225406,37.78690887,(37.7869088658022/ -122.422540554174),1.51E+13
156229398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,17:00,TENDERLOIN,NONE,TURK ST / HYDE ST,-122.4156949,37.7825852,(37.7825851968467/ -122.415694922134),1.56E+13
150814107,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,9/16/2015,16:55,PARK,ARREST/ BOOKED,700 Block of HAIGHT ST,-122.4345586,37.77152765,(37.7715276473111/ -122.434558622936),1.51E+13
150814107,ASSAULT,STALKING,Wednesday,9/16/2015,16:55,PARK,ARREST/ BOOKED,700 Block of HAIGHT ST,-122.4345586,37.77152765,(37.7715276473111/ -122.434558622936),1.51E+13
150814107,WARRANTS,WARRANT ARREST,Wednesday,9/16/2015,16:55,PARK,ARREST/ BOOKED,700 Block of HAIGHT ST,-122.4345586,37.77152765,(37.7715276473111/ -122.434558622936),1.51E+13
150813961,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Wednesday,9/16/2015,16:50,BAYVIEW,ARREST/ BOOKED,INDUSTRIAL ST / LOOMIS ST,-122.405647,37.73832219,(37.7383221869053/ -122.405646994567),1.51E+13
156229536,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,9/16/2015,16:48,NORTHERN,NONE,2100 Block of FILLMORE ST,-122.4340035,37.78937189,(37.7893718853177/ -122.434003515569),1.56E+13
150813927,WARRANTS,WARRANT ARREST,Wednesday,9/16/2015,16:34,TENDERLOIN,ARREST/ BOOKED,GOLDEN GATE AV / LEAVENWORTH ST,-122.4138696,37.78186219,(37.7818621883021/ -122.413869632554),1.51E+13
150814878,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,16:32,NORTHERN,NONE,2000 Block of FRANKLIN ST,-122.4245394,37.79330078,(37.7933007783531/ -122.42453937013),1.51E+13
150813870,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Wednesday,9/16/2015,16:30,BAYVIEW,NONE,400 Block of AMHERST ST,-122.4152471,37.72390967,(37.7239096674854/ -122.415247116726),1.51E+13
156230458,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,9/16/2015,16:30,SOUTHERN,NONE,MASON ST / TURK ST,-122.4089536,37.78328787,(37.783287873572/ -122.408953598279),1.56E+13
156229285,NON-CRIMINAL,LOST PROPERTY,Wednesday,9/16/2015,16:30,INGLESIDE,NONE,5000 Block of MISSION ST,-122.4407777,37.71688065,(37.7168806524941/ -122.440777706243),1.56E+13
150814436,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,16:30,NORTHERN,NONE,3600 Block of LYON ST,-122.4482784,37.80427189,(37.804271887891/ -122.44827840533),1.51E+13
156229718,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,9/16/2015,16:30,RICHMOND,NONE,400 Block of JOHNFKENNEDY DR,-122.465239,37.77250286,(37.772502862943/ -122.465239015938),1.56E+13
150813983,LARCENY/THEFT,GRAND THEFT BICYCLE,Wednesday,9/16/2015,16:25,SOUTHERN,NONE,700 Block of HOWARD ST,-122.4016587,37.78416669,(37.7841666882161/ -122.401658663476),1.51E+13
150813949,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,9/16/2015,16:20,CENTRAL,NONE,200 Block of COLUMBUS AV,-122.4058387,37.79736318,(37.7973631784416/ -122.40583874581),1.51E+13
156229451,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,9/16/2015,16:15,NORTHERN,NONE,VANNESS AV / MCALLISTER ST,-122.4202505,37.78007457,(37.7800745746334/ -122.420250482603),1.56E+13
150814555,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,9/16/2015,16:15,MISSION,NONE,1600 Block of BRYANT ST,-122.4104781,37.76624632,(37.7662463209137/ -122.410478069487),1.51E+13
150813905,SECONDARY CODES,JUVENILE INVOLVED,Wednesday,9/16/2015,16:15,NORTHERN,NONE,1100 Block of FRANCISCO ST,-122.4241235,37.80336134,(37.8033613356362/ -122.42412350881),1.51E+13
150813905,ASSAULT,BATTERY,Wednesday,9/16/2015,16:15,NORTHERN,NONE,1100 Block of FRANCISCO ST,-122.4241235,37.80336134,(37.8033613356362/ -122.42412350881),1.51E+13
150814179,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Wednesday,9/16/2015,16:00,TENDERLOIN,NONE,GOLDEN GATE AV / LEAVENWORTH ST,-122.4138696,37.78186219,(37.7818621883021/ -122.413869632554),1.51E+13
150814373,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,16:00,NORTHERN,NONE,3600 Block of LYON ST,-122.4482784,37.80427189,(37.804271887891/ -122.44827840533),1.51E+13
150814389,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,16:00,CENTRAL,NONE,100 Block of WASHINGTON ST,-122.397578,37.79631908,(37.7963190769396/ -122.397577988718),1.51E+13
150815791,ROBBERY,CARJACKING WITH BODILY FORCE,Wednesday,9/16/2015,16:00,PARK,NONE,600 Block of ASHBURY ST,-122.4469059,37.76952331,(37.769523314641/ -122.446905860023),1.51E+13
150815791,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,9/16/2015,16:00,PARK,NONE,600 Block of ASHBURY ST,-122.4469059,37.76952331,(37.769523314641/ -122.446905860023),1.51E+13
150818999,ROBBERY,ROBBERY/ BODILY FORCE,Wednesday,9/16/2015,16:00,BAYVIEW,NONE,400 Block of MANSELL ST,-122.4060798,37.72041062,(37.7204106184752/ -122.406079770608),1.51E+13
159005105,OTHER OFFENSES,DRIVERS LICENSE/ SUSPENDED OR REVOKED,Wednesday,9/16/2015,15:50,TARAVAL,ARREST/ BOOKED,HOLLOWAY AV / STRATFORD DR,-122.4736673,37.72136615,(37.7213661464135/ -122.473667284139),1.59E+13
150813858,ASSAULT,FALSE IMPRISONMENT,Wednesday,9/16/2015,15:43,MISSION,JUVENILE BOOKED,3800 Block of 24TH ST,-122.4279874,37.7516165,(37.7516164969942/ -122.42798739544),1.51E+13
150813858,ASSAULT,BATTERY,Wednesday,9/16/2015,15:43,MISSION,JUVENILE BOOKED,3800 Block of 24TH ST,-122.4279874,37.7516165,(37.7516164969942/ -122.42798739544),1.51E+13
150814323,ASSAULT,THREATS AGAINST LIFE,Wednesday,9/16/2015,15:30,TENDERLOIN,ARREST/ BOOKED,HYDE ST / EDDY ST,-122.4158851,37.78351606,(37.7835160564153/ -122.415885065788),1.51E+13
156230997,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,15:30,SOUTHERN,NONE,MISSION ST / GRACE ST,-122.4154872,37.77560592,(37.7756059226244/ -122.415487220744),1.56E+13
150813745,BURGLARY,BURGLARY OF STORE/ UNLAWFUL ENTRY,Wednesday,9/16/2015,15:30,TENDERLOIN,ARREST/ BOOKED,100 Block of STOCKTON ST,-122.4064279,37.78710945,(37.78710945429/ -122.40642786236),1.51E+13
150813745,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Wednesday,9/16/2015,15:30,TENDERLOIN,ARREST/ BOOKED,100 Block of STOCKTON ST,-122.4064279,37.78710945,(37.78710945429/ -122.40642786236),1.51E+13
150813745,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Wednesday,9/16/2015,15:30,TENDERLOIN,ARREST/ BOOKED,100 Block of STOCKTON ST,-122.4064279,37.78710945,(37.78710945429/ -122.40642786236),1.51E+13
150815478,VEHICLE THEFT,STOLEN TRUCK,Wednesday,9/16/2015,15:30,BAYVIEW,NONE,100 Block of NUEVA AV,-122.3969402,37.71207811,(37.7120781056855/ -122.3969401651),1.51E+13
150813751,VANDALISM,MALICIOUS MISCHIEF/ STREET CARS/BUSES,Wednesday,9/16/2015,15:25,SOUTHERN,NONE,5TH ST / MISSION ST,-122.406482,37.78273179,(37.7827317884887/ -122.406481972743),1.51E+13
150816692,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,9/16/2015,15:25,NORTHERN,NONE,EDDY ST / VANNESS AV,-122.4208183,37.78289465,(37.7828946450912/ -122.420818330445),1.51E+13
150813632,DRUG/NARCOTIC,POSSESSION OF HEROIN,Wednesday,9/16/2015,15:22,TENDERLOIN,ARREST/ BOOKED,GOLDEN GATE AV / JONES ST,-122.4122242,37.78207293,(37.7820729312029/ -122.412224164736),1.51E+13
150813632,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Wednesday,9/16/2015,15:22,TENDERLOIN,ARREST/ BOOKED,GOLDEN GATE AV / JONES ST,-122.4122242,37.78207293,(37.7820729312029/ -122.412224164736),1.51E+13
150813632,DRUG/NARCOTIC,SALE OF HEROIN,Wednesday,9/16/2015,15:22,TENDERLOIN,ARREST/ BOOKED,GOLDEN GATE AV / JONES ST,-122.4122242,37.78207293,(37.7820729312029/ -122.412224164736),1.51E+13
150814254,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,9/16/2015,15:20,CENTRAL,NONE,STOCKTON ST / PACIFIC AV,-122.4084331,37.79670393,(37.7967039278443/ -122.408433097286),1.51E+13
150814163,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Wednesday,9/16/2015,15:19,BAYVIEW,NONE,WILLIAMS AV / CERES ST,-122.3944821,37.72952804,(37.72952804164/ -122.39448211485),1.51E+13
150813814,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,9/16/2015,15:16,NORTHERN,NONE,CHURCH ST / MARKET ST,-122.42895,37.76750273,(37.7675027326801/ -122.428950032727),1.51E+13
150813701,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,9/16/2015,15:15,NORTHERN,ARREST/ BOOKED,300 Block of WEBSTER ST,-122.4290177,37.77373225,(37.7737322487738/ -122.429017675936),1.51E+13
150813701,NON-CRIMINAL,AIDED CASE,Wednesday,9/16/2015,15:15,NORTHERN,ARREST/ BOOKED,300 Block of WEBSTER ST,-122.4290177,37.77373225,(37.7737322487738/ -122.429017675936),1.51E+13
150813660,OTHER OFFENSES,RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER,Wednesday,9/16/2015,15:10,RICHMOND,ARREST/ BOOKED,500 Block of 15TH AV,-122.4736951,37.77770817,(37.7777081697917/ -122.473695144449),1.51E+13
150813660,ASSAULT,BATTERY,Wednesday,9/16/2015,15:10,RICHMOND,ARREST/ BOOKED,500 Block of 15TH AV,-122.4736951,37.77770817,(37.7777081697917/ -122.473695144449),1.51E+13
150813660,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM,Wednesday,9/16/2015,15:10,RICHMOND,ARREST/ BOOKED,500 Block of 15TH AV,-122.4736951,37.77770817,(37.7777081697917/ -122.473695144449),1.51E+13
150813660,NON-CRIMINAL,AIDED CASE/ MENTAL DISTURBED,Wednesday,9/16/2015,15:10,RICHMOND,ARREST/ BOOKED,500 Block of 15TH AV,-122.4736951,37.77770817,(37.7777081697917/ -122.473695144449),1.51E+13
150816501,FRAUD,TRICK AND DEVICE/ PETTY THEFT,Wednesday,9/16/2015,15:00,TARAVAL,NONE,200 Block of WINSTON DR,-122.4779767,37.72693464,(37.7269346350353/ -122.477976682169),1.51E+13
150815638,VEHICLE THEFT,STOLEN TRUCK,Wednesday,9/16/2015,15:00,TARAVAL,NONE,2200 Block of 40TH AV,-122.4983163,37.74484165,(37.7448416460464/ -122.498316313906),1.51E+13
156234046,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,9/16/2015,14:59,PARK,NONE,0 Block of LOCKSLEY AV,-122.4633116,37.7592203,(37.7592202975893/ -122.46331160715),1.56E+13
150813626,ASSAULT,THREATS AGAINST LIFE,Wednesday,9/16/2015,14:50,TARAVAL,NONE,2000 Block of OCEAN AV,-122.4648874,37.72635676,(37.7263567583183/ -122.464887436585),1.51E+13
150813400,FORGERY/COUNTERFEITING,COUNTERFEITING/ POSSESSION COINS OR NOTES,Wednesday,9/16/2015,14:30,TENDERLOIN,ARREST/ BOOKED,0 Block of LEAVENWORTH ST,-122.413844,37.78140956,(37.7814095638534/ -122.413843995156),1.51E+13
150813400,WARRANTS,WARRANT ARREST,Wednesday,9/16/2015,14:30,TENDERLOIN,ARREST/ BOOKED,0 Block of LEAVENWORTH ST,-122.413844,37.78140956,(37.7814095638534/ -122.413843995156),1.51E+13
150814953,BURGLARY,BURGLARY OF RESIDENCE/ FORCIBLE ENTRY,Wednesday,9/16/2015,14:30,RICHMOND,NONE,1400 Block of BRODERICK ST,-122.4412801,37.78341891,(37.7834189092918/ -122.441280106254),1.51E+13
150813563,ROBBERY,ROBBERY ON THE STREET/ STRONGARM,Wednesday,9/16/2015,14:30,MISSION,NONE,2000 Block of MISSION ST,-122.4196583,37.76422056,(37.7642205603745/ -122.41965834371),1.51E+13
150813604,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,9/16/2015,14:25,CENTRAL,NONE,100 Block of GEARY ST,-122.4058415,37.7877191,(37.7877190985177/ -122.405841476462),1.51E+13
150813610,STOLEN PROPERTY,STOLEN PROPERTY/ POSSESSION WITH KNOWLEDGE/ RECEIVING,Wednesday,9/16/2015,14:20,RICHMOND,ARREST/ BOOKED,FULTON ST / 18TH AV,-122.4766946,37.77291161,(37.7729116107214/ -122.476694618875),1.51E+13
150813610,WARRANTS,WARRANT ARREST,Wednesday,9/16/2015,14:20,RICHMOND,ARREST/ BOOKED,FULTON ST / 18TH AV,-122.4766946,37.77291161,(37.7729116107214/ -122.476694618875),1.51E+13
150813610,BURGLARY,BURGLARY/ VEHICLE (ARREST MADE),Wednesday,9/16/2015,14:20,RICHMOND,ARREST/ BOOKED,FULTON ST / 18TH AV,-122.4766946,37.77291161,(37.7729116107214/ -122.476694618875),1.51E+13
150813682,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,14:20,NORTHERN,NONE,GROVE ST / STEINER ST,-122.4330299,37.7765502,(37.7765501954051/ -122.433029915448),1.51E+13
150813836,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,14:20,SOUTHERN,NONE,400 Block of THE EMBARCADEROSOUTH ST,-122.3967085,37.79787289,(37.7978728855933/ -122.39670853026),1.51E+13
156229699,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,9/16/2015,14:05,RICHMOND,NONE,2800 Block of TURK ST,-122.451998,37.77805012,(37.7780501202623/ -122.451998028803),1.56E+13
150817355,OTHER OFFENSES,FRAUDULENT GAME OR TRICK/ OBTAINING MONEY OR PROPERTY,Wednesday,9/16/2015,14:00,MISSION,NONE,2300 Block of MARKET ST,-122.434229,37.76348501,(37.7634850137846/ -122.434229003953),1.51E+13
150812270,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,9/16/2015,14:00,INGLESIDE,ARREST/ BOOKED,PHELAN AV / OCEAN AV,-122.4523301,37.72307871,(37.7230787059359/ -122.452330120871),1.51E+13
156230339,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,9/16/2015,14:00,MISSION,NONE,17TH ST / SHOTWELL ST,-122.4162304,37.76363377,(37.7636337702985/ -122.416230392543),1.56E+13
150814129,VEHICLE THEFT,STOLEN TRUCK,Wednesday,9/16/2015,14:00,CENTRAL,NONE,3200 Block of VANNESS AV,-122.4252211,37.80556003,(37.8055600294296/ -122.425221057967),1.51E+13
150814339,NON-CRIMINAL,FOUND PROPERTY,Wednesday,9/16/2015,14:00,MISSION,NONE,600 Block of VALENCIA ST,-122.4217477,37.76274366,(37.7627436601147/ -122.421747650463),1.51E+13
150813886,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,14:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054,(37.7725405391593/ -122.466204667893),1.51E+13
150814602,MISSING PERSON,MISSING ADULT,Wednesday,9/16/2015,14:00,CENTRAL,NONE,800 Block of WASHINGTON ST,-122.4077931,37.79503257,(37.7950325698412/ -122.407793068572),1.51E+13
150814602,MISSING PERSON,FOUND PERSON,Wednesday,9/16/2015,14:00,CENTRAL,NONE,800 Block of WASHINGTON ST,-122.4077931,37.79503257,(37.7950325698412/ -122.407793068572),1.51E+13
150814997,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,14:00,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.4105247,37.80744512,(37.8074451162355/ -122.410524742229),1.51E+13
150814997,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM,Wednesday,9/16/2015,14:00,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.4105247,37.80744512,(37.8074451162355/ -122.410524742229),1.51E+13
150815070,NON-CRIMINAL,FOUND PROPERTY,Wednesday,9/16/2015,14:00,MISSION,NONE,600 Block of VALENCIA ST,-122.4217477,37.76274366,(37.7627436601147/ -122.421747650463),1.51E+13
150813654,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Wednesday,9/16/2015,14:00,CENTRAL,NONE,0 Block of GEARY ST,-122.4042718,37.787808,(37.7878080003666/ -122.404271795034),1.51E+13
156229661,NON-CRIMINAL,LOST PROPERTY,Wednesday,9/16/2015,13:53,RICHMOND,NONE,DIVISADERO ST / CALIFORNIA ST,-122.4404427,37.78806714,(37.7880671350434/ -122.440442684037),1.56E+13
150813303,NON-CRIMINAL,STAY AWAY OR COURT ORDER/ NON-DV RELATED,Wednesday,9/16/2015,13:45,TENDERLOIN,ARREST/ BOOKED,100 Block of LEAVENWORTH ST,-122.4140298,37.78232912,(37.7823291237659/ -122.414029821727),1.51E+13
150813303,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,9/16/2015,13:45,TENDERLOIN,ARREST/ BOOKED,100 Block of LEAVENWORTH ST,-122.4140298,37.78232912,(37.7823291237659/ -122.414029821727),1.51E+13
150813585,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,9/16/2015,13:45,INGLESIDE,NONE,700 Block of GATES ST,-122.4144496,37.73403879,(37.7340387867203/ -122.414449596212),1.51E+13
150813585,VANDALISM,MALICIOUS MISCHIEF/ VANDALISM,Wednesday,9/16/2015,13:45,INGLESIDE,NONE,700 Block of GATES ST,-122.4144496,37.73403879,(37.7340387867203/ -122.414449596212),1.51E+13
150813262,WARRANTS,WARRANT ARREST,Wednesday,9/16/2015,13:45,NORTHERN,ARREST/ BOOKED,100 Block of GROVE ST,-122.4190639,37.77832687,(37.7783268674219/ -122.419063862505),1.51E+13
150813438,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,9/16/2015,13:37,INGLESIDE,NONE,0 Block of ROEMER WY,-122.4465717,37.7090296,(37.7090296042376/ -122.446571654745),1.51E+13
150813648,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,13:30,TARAVAL,NONE,3200 Block of 20TH AV,-122.4756475,37.72852806,(37.7285280627465/ -122.475647460786),1.51E+13
150813284,OTHER OFFENSES,SCHOOL/ PUBLIC/ TRESPASS,Wednesday,9/16/2015,13:30,INGLESIDE,NONE,0 Block of PHELAN AV,-122.4522897,37.72569336,(37.7256933575703/ -122.452289660492),1.51E+13
150813466,NON-CRIMINAL,AIDED CASE,Wednesday,9/16/2015,13:29,BAYVIEW,NONE,BAY SHORE BL / VISITACION AV,-122.4042261,37.71040888,(37.7104088782401/ -122.404226078396),1.51E+13
150813513,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,9/16/2015,13:25,NORTHERN,NONE,1500 Block of POLK ST,-122.4208504,37.79103714,(37.7910371428072/ -122.420850403389),1.51E+13
156229746,NON-CRIMINAL,LOST PROPERTY,Wednesday,9/16/2015,13:21,RICHMOND,NONE,GEARY BL / 12TH AV,-122.4707177,37.78072236,(37.7807223605634/ -122.470717727261),1.56E+13
150813121,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,13:07,TARAVAL,NONE,1700 Block of OCEAN AV,-122.4607577,37.72477141,(37.7247714119319/ -122.460757719049),1.51E+13
150813143,OTHER OFFENSES,EVADING A POLICE OFFICER RECKLESSLY,Wednesday,9/16/2015,13:03,SOUTHERN,ARREST/ BOOKED,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479),1.51E+13
150813143,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,9/16/2015,13:03,SOUTHERN,ARREST/ BOOKED,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479),1.51E+13
150813143,BURGLARY,BURGLARY/ VEHICLE (ARREST MADE),Wednesday,9/16/2015,13:03,SOUTHERN,ARREST/ BOOKED,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479),1.51E+13
150813143,OTHER OFFENSES,RESISTING ARREST,Wednesday,9/16/2015,13:03,SOUTHERN,ARREST/ BOOKED,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479),1.51E+13
150813143,STOLEN PROPERTY,STOLEN PROPERTY/ POSSESSION WITH KNOWLEDGE/ RECEIVING,Wednesday,9/16/2015,13:03,SOUTHERN,ARREST/ BOOKED,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479),1.51E+13
150813143,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,9/16/2015,13:03,SOUTHERN,ARREST/ BOOKED,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479),1.51E+13
150813143,OTHER OFFENSES,CONSPIRACY,Wednesday,9/16/2015,13:03,SOUTHERN,ARREST/ BOOKED,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479),1.51E+13
156230420,NON-CRIMINAL,LOST PROPERTY,Wednesday,9/16/2015,13:00,SOUTHERN,NONE,MARKET ST / VANNESS AV,-122.4192579,37.77514629,(37.7751462916539/ -122.419257894814),1.56E+13
150813002,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,9/16/2015,13:00,BAYVIEW,UNFOUNDED,400 Block of TUNNEL AV,-122.4012612,37.70910001,(37.7091000059016/ -122.401261236893),1.51E+13
150813228,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/16/2015,13:00,PARK,NONE,1200 Block of WALLER ST,-122.4443106,37.76944279,(37.7694427864091/ -122.444310616667),1.51E+13
150813488,ASSAULT,THREATS AGAINST LIFE,Wednesday,9/16/2015,13:00,PARK,NONE,900 Block of DIVISADERO ST,-122.4385806,37.77825384,(37.7782538357888/ -122.43858055616),1.51E+13
150815989,NON-CRIMINAL,FOUND PROPERTY,Wednesday,9/16/2015,13:00,PARK,NONE,2000 Block of FULTON ST,-122.4505374,37.77522627,(37.7752262707149/ -122.450537364142),1.51E+13
150813068,WARRANTS,WARRANT ARREST,Wednesday,9/16/2015,13:00,SOUTHERN,ARREST/ BOOKED,800 Block of BRYANT ST,-122.4034048,37.77542071,(37.775420706711/ -122.403404791479),1.51E+13
150826237,MISSING PERSON,MISSING JUVENILE,Wednesday,9/16/2015,13:00,MISSION,NONE,1000 Block of YORK ST,-122.4084885,37.75523418,(37.7552341827451/ -122.408488484983),1.51E+13
150826237,MISSING PERSON,FOUND PERSON,Wednesday,9/16/2015,13:00,MISSION,NONE,1000 Block of YORK ST,-122.4084885,37.75523418,(37.7552341827451/ -122.408488484983),1.51E+13
156228607,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,9/16/2015,13:00,NORTHERN,NONE,400 Block of GOUGH ST,-122.423094,37.77710772,(37.7771077210197/ -122.42309400129),1.56E+13
